site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno
FREDRICK MCB,16009962,6,0,MCB-U,10/01/2010,09:15,10/01/2010,09:30,LG,D5.RS,D,3,,5.0,M-,200,0,15,5036,5040,210,,24.00,,60.00,,25,,15,720433,4438315,72045.43810,720433,4438315,2,1.0,19,,18.9,,0.90,,761,,0.18,,7.0,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,38,,1,1,1,SVCP,509,T,,1,1307.00,,,,,,0,2707
Peoria TWZ,16014265,6,2,TWZ,10/29/2019,09:22,10/29/2019,09:37,LG,I157.8Vb,D,3,,5.0,M-,200,0,15,3916,3960,220,,18.00,,60.00,,25,,16,277612,4500954,,,,1,1.0,15,,10.4,,5.50,,604,,0.46,,9.1,,,,,,,0,3,1,0,0,1,0,0,1,0,,0,,172,,1,1,71,SVCP,633,T,,1,2400.00, ,  ,    M,,,0,2717
BATH CHUTE,16009939,6,0,SCB,09/20/2010,09:30,09/20/2010,09:45,LG,D13.RS,D,3,,5.0,M-,200,0,15,5208,5280,220,,24.00,,60.00,,25,,15,743583,4455865,74360.45565,743583,4455865,2,1.0,21,,22.1,,0.80,,753,,0.10,,6.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,121,,1,1,47,SVCP,495,T,,1,1163.00,,,,,,0,2707
MATANZAS,16013411,6,0,BWC-S,10/10/2017,08:15,10/10/2017,08:30,LG,D29.RS,D,3,,5.0,M-,200,0,15,3914,3780,210,,18.00,,60.00,,25,,15,746383,4458965,,746383,4458965,2,1.0,15,,20.5,,0.80,,476,,0.00,,6.6,,,,,,,0,2,1,0,0,0,0,0,0,1,,0,,171,,1,1,71,SVCP,588,T,,1,2292.00,,,,,,0,2715
BATH CHUTE,16009939,6,0,SCB,09/20/2010,09:30,09/20/2010,09:45,LG,D13.RS,D,3,,5.0,M-,200,0,15,5208,5280,220,,24.00,,60.00,,25,,15,743583,4455865,74360.45565,743583,4455865,2,1.0,21,,22.1,,0.80,,753,,0.10,,6.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,121,,1,1,8,SVCP,466,T,,1,1019.00,,,,,,0,2707
Bath Fixed,16011264,6,2,SCB,08/22/2013,11:08,08/22/2013,11:23,LG,I113.0Tb,D,2,,5.0,M-,200,0,15,5980,5880,210,,28.00,,60.00,,25,,15,743477,4455118,74350.45490,743476,4455118,1,1.0,26,,27.8,,2.10,,823,,0.03,,5.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,57,,1,1,2,SVCP,540,T,1,1,,,,,,,0,2710
MEYERS DITCH,16011728,6,1,BWC-S,08/13/2014,13:28,08/14/2014,07:27,LG,F132A.RS,M,2,,5.0,M-,,17,59,,,,,,,,,,,15,756233,4475715,,756233,4475715,2,1.0,9,,26.7,,1.00,,706,,0.05,,6.3,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,1536,,1,2,145,SVCP,60,T,1,56,,,,,,,0,2711
COPPERAS,16009138,6,0,MCB-U,08/06/2008,11:40,08/06/2008,11:55,LG,D31.RS,D,2,,5.0,M-,200,0,15,5893,5800,200,,29.00,,60.00,,25,,15,763783,4485565,76380.48535,763783,4485565,2,1.0,13,,29.9,,0.70,,778,,0.09,,,0,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,333,,1,1,32,SVCP,210,T,1,2,,,,,,,0,2704
BELOW TWZ,16009902,6,0,MCB-U,08/06/2010,10:30,08/06/2010,10:45,LG,D33.RS,D,2,,5.0,M-,200,0,15,5378,5460,260,,21.00,,60.00,,25,,15,784584,4502315,78460.50210,784584,4502315,2,1.0,26,,27.7,,1.70,,705,,0.15,,6.7,,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,204,,1,1,3,SVCP,390,T,1,1,,,,,,,0,2707
BATH CHUTE,16009939,6,0,SCB,09/20/2010,09:30,09/20/2010,09:45,LG,D13.RS,D,3,,5.0,M-,200,0,15,5208,5280,220,,24.00,,60.00,,25,,15,743583,4455865,74360.45565,743583,4455865,2,1.0,21,,22.1,,0.80,,753,,0.10,,6.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,121,,1,1,44,SVCP,457,T,,1,953.00,,,,,,0,2707
BATH CHUT MC,16009943,6,0,MCB-U,09/21/2010,12:30,09/21/2010,12:45,LG,D2.RS,D,3,,5.0,M-,200,0,15,5477,5460,210,,26.00,,60.00,,25,,15,738133,4450915,73815.45070,738133,4450915,2,1.0,13,,24.0,,2.00,,781,,0.10,,6.9,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,81,,1,1,23,SVCP,473,T,,1,908.00,,,,,,0,2707
BATH FIXED,16010391,6,2,SCB,08/10/2011,11:39,08/10/2011,11:54,LG,I113.0Ta,D,2,,5.0,M-,200,0,15,5608,5670,210,,27.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,29,,29.7,,2.70,,724,,0.28,,4.4,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,68,,1,1,28,SVCP,520,T,1,1,,,,,,,0,2708
RM 129,16012163,6,0,MCB-U,08/25/2015,12:36,08/27/2015,10:55,LG,HL1.RS,HL,2,,5.0,M-,,46,19,,,,,,,,,,,15,756533,4476715,75655.47670,756533,4476715,2,1.0,16,,23.8,,1.30,,750,,0.16,,6.4,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,56,,1,1,20,SVCP,560,T,1,1,,,,,,,0,2713
BATH CHUTE,16013564,6,0,SCB,08/09/2018,08:41,08/09/2018,08:56,LG,D21.RS,D,2,,5.0,M-,200,0,15,5936,5580,180,,31.00,,60.00,,25,,15,738283,4448765,,738283,4448765,2,1.0,22,,28.0,,2.10,,710,,0.07,,4.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,84,,1,1,45,SVCP,30,T,1,16,,,,,,,0,2716
PEORIA TWZ,16009246,6,2,TWZ,07/02/2008,11:08,07/02/2008,11:23,LG,I157.8Vb,D,1,,5.0,M-,200,0,15,5430,5200,200,,26.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,2,1.0,32,,25.7,,2.00,,742,,0.25,,6.9,,,,,,,0,4,1,0,0,0,0,0,1,0,,0,,4671,,1,1,9,SVCP,150,T,1,1,,,,,,,0,2704
MATANZAS,16009537,6,0,BWC-S,08/19/2009,13:20,08/19/2009,13:35,LG,D27.RS,D,2,,5.0,M-,200,0,15,3897,4000,200,,20.00,,60.00,,25,,15,746533,4459165,74655.45895,746533,4459165,1,1.0,15,,27.2,,1.20,,411,,0.00,,9.7,,,,,,,0,3,1,0,0,0,0,0,0,0,,0,,367,,1,1,57,SVCP,380,T,1,1,,,,,,,0,2706
LILLY N,16010474,6,0,SCB,08/24/2011,12:10,08/26/2011,09:32,LG,HL14.RS,HL,2,,5.0,M-,,45,22,,,,,,,,,,,15,714883,4431015,71490.43080,714883,4431015,2,1.0,17,,29.8,,1.00,,674,,0.01,,4.8,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,11,,1,1,4,SVCP,490,T,1,3,,,,,,,0,2708
GRAPE IS,16006867,6,0,SCB,08/13/2002,10:15,08/13/2002,10:30,LG,D11.RS,D,2,,5.0,M-,200,0,15,5700,5600,160,,35.00,,60.00,,25,,15,715883,4431315,71590.43110,715883,4431315,2,0.2,24,,28.1,,1.00,,792,,0.07,,2.0,,6.0,,,,,0,4,1,0,0,0,0,0,0,0,,0,5,274,450,5,1,6,SVCP,500,,1,1,,,,,450,8,0,2203
TOWHEAD,16013567,6,0,SCB,08/15/2018,09:03,08/15/2018,09:18,LG,D18.RS,D,2,,5.0,M-,200,0,15,6074,6080,190,,32.00,,60.00,,25,,15,749833,4467265,,749833,4467265,2,1.0,28,,29.7,,0.80,,812,,0.17,,5.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,114,,1,1,11,SVCP,520,T,1,2,,,,,,,0,2716
COPPERAS,16009138,6,0,MCB-U,08/06/2008,11:40,08/06/2008,11:55,LG,D31.RS,D,2,,5.0,M-,200,0,15,5893,5800,200,,29.00,,60.00,,25,,15,763783,4485565,76380.48535,763783,4485565,2,1.0,13,,29.9,,0.70,,778,,0.09,,,0,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,333,,1,1,57,SVCP,230,T,1,2,,,,,,,0,2704
SUGAR CREEK,16009835,6,0,SCB,10/14/2009,09:51,10/14/2009,10:06,LG,D18.RS,D,3,,5.0,M-,200,0,15,4180,4000,200,,20.00,,60.00,,25,,15,722783,4441665,72280.44145,722783,4441665,2,2.0,28,,10.0,,0.70,,687,,0.08,,9.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,99,,1,1,9,SVCP,260,T,1,1,,,,,,,0,2706
SUGAR CREEK,16009835,6,0,SCB,10/14/2009,09:51,10/14/2009,10:06,LG,D18.RS,D,3,,5.0,M-,200,0,15,4180,4000,200,,20.00,,60.00,,25,,15,722783,4441665,72280.44145,722783,4441665,2,2.0,28,,10.0,,0.70,,687,,0.08,,9.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,99,,1,1,90,SVCP,350,T,1,1,,,,,,,0,2706
N OF COP CK,16010311,6,1,MCB-U,07/14/2011,11:39,07/14/2011,11:54,LG,B18A.RS,D,1,,5.0,M-,200,0,15,4700,4680,180,,26.00,,60.00,,25,,15,766583,4490665,76660.49045,766583,4490665,2,1.0,24,,28.9,,2.00,,705,,0.31,,2.3,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,111,,1,1,23,SVCP,480,T,1,1,,,,,,,0,2708
BATH CHUTE,16011590,6,0,SCB,09/23/2013,12:16,09/23/2013,12:31,LG,D18.RS,D,3,,5.0,M-,200,0,15,5725,5800,200,,29.00,,60.00,,25,,15,741733,4452865,74175.45265,741732,4452865,2,1.0,17,,22.7,,2.40,,850,,0.25,,5.9,,,,,,,0,2,1,0,1,0,0,0,0,0,,1,,101,,1,1,1,SVCP,717,T,1,1,3721.00,,,,,,0,2710
Snicarte Sl,16007360,6,0,BWC-S,09/30/2003,11:05,09/30/2003,11:20,LG,D17.RS,D,3,,5.0,M-,200,0,15,4347,4420,170,,26.00,,60.00,,25,,15,734783,4445665,73480.44545,734783,4445665,2,1.0,16,,14.9,,0.60,,651,,0.02,,7.8,,5.7,,,,,0,1,1,0,0,0,0,0,0,0,,0,,198,470,1,1,119,SVCP,121,T,,1,14.00,,,,470,,0,2301
MATANZAS,16012201,6,1,BWC-S,09/08/2015,09:35,09/08/2015,09:50,LG,F169A.RS,D,2,,5.0,M-,200,0,15,5617,5670,210,,27.00,,60.00,,25,,15,745883,4459015,74590.45900,745883,4459015,2,1.0,15,,27.0,,1.10,,511,,0.00,,,5,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,84,,1,1,5,SVCP,560,T,1,1,,,,,,,0,2713
MUSCOOTEN BA,16009624,6,0,BWC-S,06/25/2009,13:15,06/25/2009,13:30,LG,D25.RS,D,1,,5.0,M-,200,0,15,4600,4575,183,,25.00,,60.00,,25,,15,720233,4434365,72025.43415,720233,4434365,2,1.0,47,,27.4,,1.50,,560,,0.00,,5.7,,,,,,,0,1,1,0,0,0,0,0,1,0,,0,,27,,1,1,13,SVCP,229,T,,1,119.00,,,,,,0,2706
INGRAM LK MC,16009947,6,0,MCB-U,09/22/2010,11:03,09/22/2010,11:18,LG,D34.RS,D,3,,5.0,M-,200,0,15,5281,5250,210,,25.00,,60.00,,25,,15,734683,4448415,73470.44820,734683,4448415,2,1.0,20,,23.1,,2.00,,754,,0.10,,6.3,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,36,,1,1,15,SVCP,459,T,,1,909.00,,,,,,0,2707
RM 147,16010385,6,0,MCB-U,08/09/2011,10:45,08/09/2011,11:00,LG,D1.RS,D,2,,5.0,M-,200,0,15,5500,5590,215,,26.00,,60.00,,25,,15,776533,4494165,77655.49395,776533,4494165,2,1.0,27,,29.7,,2.20,,706,,0.25,9,4.8,,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,161,,1,1,54,SVCP,490,T,1,1,,,,,,,0,2708
BATH FIXED,16010401,6,2,SCB,08/15/2011,12:17,08/15/2011,12:32,LG,I113.0Tb,D,2,,5.0,M-,200,0,15,5463,5510,190,,29.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,23,,27.2,,2.00,,735,,0.19,,5.1,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,66,,1,1,1,SVCP,450,T,1,1,,,,,,,0,2708
BATH FIXED,16010401,6,2,SCB,08/15/2011,12:17,08/15/2011,12:32,LG,I113.0Tb,D,2,,5.0,M-,200,0,15,5463,5510,190,,29.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,1.0,23,,27.2,,2.00,,735,,0.19,,5.1,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,66,,1,1,10,SVCP,520,T,1,1,,,,,,,0,2708
TURKEYISLAND,16013858,6,0,MCB-U,09/28/2018,12:55,09/28/2018,13:10,LG,D2.RS,D,3,,5.0,M-,200,0,15,5095,4935,235,,21.00,,60.00,,25,,15,777533,4494565,,777533,4494565,2,1.0,28,,21.9,,1.90,,728,,,5,7.2,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,32,,1,1,10,SVCP,606,T,,1,2321.00,,,,,,0,2716
POWERTON,16013977,6,0,BWC-S,07/25/2019,09:39,07/25/2019,09:54,LG,D27.RS,D,1,,5.0,M-,200,0,15,4849,4940,190,,26.00,,60.00,,25,,15,781034,4493915,,781034,4493915,2,1.0,36,,27.8,,2.50,,600,,0.01,,6.1,,,,,,,0,2,1,0,0,1,0,0,0,0,,0,,330,,1,1,9,SVCP,561,T,,1,1942.00, ,  ,    F,,,0,2717
Bath Fixed,16014500,6,2,SCB,08/14/2020,10:43,08/14/2020,10:58,LG,I113.0Ta,D,2,,5.0,M-,200,0,15,5490,5510,190,,29.00,,60.00,,25,,15,743477,4455118,,743477,4455118,2,1.0,27,,28.1,,2.10,,727,,0.29,,12.8,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,52,,1,1,41,SVCP,634,T,,1,2676.00, ,  ,    M,,,0,2718
Bath Fixed,16013434,6,2,SCB,09/07/2017,12:35,09/07/2017,12:50,LG,I113.0Tb,D,2,,5.0,M-,200,0,15,5384,5280,220,,24.00,,60.00,,25,,15,743477,4455118,,743477,4455118,2,1.0,30,,22.5,,3.60,,792,,0.20,,6.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,82,,1,1,59,SVCP,630,T,1,1,,,,,,,0,2715
TREADWAY,16009391,6,0,BWC-S,09/22/2008,12:36,09/22/2008,12:51,LG,D28.RS,D,3,,7.0,M-,200,0,15,3262,3300,150,,22.00,,60.00,,25,,15,724433,4440465,72445.44025,724433,4440465,2,2.0,28,,21.4,,3.00,,291,,0.00,,4.8,,,,,,,0,1,0,0,0,0,0,0,1,0,,0,,32,,1,1,23,SVCP,230,T,1,1,,,,,,,0,2704
SUGAR CR. IS,16010597,6,1,SCB,10/24/2011,14:05,10/24/2011,14:20,LG,C75A.RS,D,3,,5.0,M-,200,0,15,4700,4620,210,,22.00,,60.00,,25,,15,722583,4441015,72260.44080,722583,4441015,2,1.0,27,,13.3,,1.30,,797,,,5,9.8,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,117,,1,2,111,SVCP,490,T,,1,1225.00,,,,,,0,2708
big lake,16007385,6,0,BWC-S,10/06/2003,13:04,10/07/2003,11:50,LG,M15.RS,M,3,,5.0,M-,,22,46,,,,,,,,,,,15,759483,4481665,75950.48145,759483,4481665,2,2.0,20,,17.3,,0.50,,588,,0.00,,14.4,,5.3,,,,,0,1,1,0,0,0,0,0,0,0,,0,,313,470,1,1,90,SVCP,30,T,1,6,,,,,0,,0,2301
COAL CREEK,16008516,6,0,MCB-U,09/22/2006,12:50,09/22/2006,13:05,LG,D8.RS,D,3,,5.0,M-,200,0,15,4512,4500,180,,25.00,,60.00,,25,,15,713133,4430565,71315.43035,713133,4430565,1,1.0,15,,21.4,,0.50,,609,,0.18,,7.5,,,,,,,0,1,0,0,0,0,0,0,0,0,,0,,30,,1,1,1,SVCP,570,T,1,1,, ,  ,          F,,,0,2601
Bath Fixed,16014472,6,2,SCB,07/28/2020,08:27,07/28/2020,08:42,LG,I113.0Tb,D,1,,5.0,M-,200,0,15,4883,5070,195,,26.00,,60.00,,25,,15,743477,4455118,,743477,4455118,2,1.0,27,,28.8,,3.10,,596,,0.27,,5.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,1,,155,,1,1,14,SVCP,436,T,,1,798.00, ,  ,    F,,,0,2718
BATH CHUTE,16013248,6,0,SCB,07/07/2017,12:12,07/07/2017,12:27,LG,D21.RS,D,1,,5.0,M-,200,0,15,5665,5510,190,,29.00,,60.00,,25,,15,741283,4452215,,741283,4452215,2,1.0,25,,28.8,,3.30,,748,,0.53,,5.7,,,,,,,0,2,1,0,0,0,0,0,0,0,,1,,55,,1,1,8,SVCP,530,T,1,1,,,,,,,0,2715
BATH CHUTE,16010148,6,0,SCB,09/16/2010,10:55,09/16/2010,11:10,LG,D17.RS,D,3,,5.0,M-,200,0,15,5387,5352,223,,24.00,,60.00,,25,,15,739283,4449615,73930.44940,739283,4449615,1,2.0,24,,22.8,,0.50,,777,,0.11,,6.3,,,,,,,0,1,1,0,0,0,0,0,0,0,,0,,73,,1,1,18,SVCP,465,T,,1,938.00,,,,,,0,2707
GRAPE ISLAND,16012623,6,0,SCB,08/23/2016,12:41,08/23/2016,12:56,LG,D21.RS,D,2,,5.0,M-,200,0,15,4570,4620,210,,22.00,,60.00,,25,,15,716683,4431665,71670.43165,716683,4431665,2,1.0,20,,25.6,,1.10,,564,,0.67,,6.8,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,57,,1,1,9,SVCP,580,T,1,1,,,,,,,0,2714
MATANZAS,16010789,6,1,BWC-S,08/16/2012,10:07,08/16/2012,10:22,LG,F159A.RS,D,2,,5.0,M-,200,0,15,4365,4400,220,,20.00,,60.00,,25,,15,745683,4458715,74570.45850,745683,4458715,2,1.0,,5,24.5,,0.90,,541,,0.01,,8.4,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,28,,1,1,2,SVCP,510,T,1,3,,,,,,,0,2709
LAGRANGE TWZ,16006996,6,2,TWZ,09/12/2002,08:30,09/12/2002,08:45,LG,I80.0,D,2,,5.0,M-,200,0,15,5000,5100,170,,30.00,,60.00,,25,,15,710873,4424009,71090.42380,710873,4424009,2,0.2,21,,26.3,,0.70,,663,,0.12,,7.6,,6.1,,,,,0,4,0,0,0,1,0,0,0,0,,0,4,128,450,3,1,17,SVCP,560,,1,1,,,,,450,32,0,2203
MATANZAS,16011759,6,1,BWC-S,09/02/2014,08:48,09/02/2014,09:03,LG,F170A.RS,D,2,,5.0,M-,200,0,15,4451,4500,250,,18.00,,60.00,,25,,15,746333,4458915,,746333,4458915,2,1.0,15,,26.1,,0.60,,539,,0.01,,5.7,,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,513,,1,1,20,SVCP,550,T,1,1,,,,,,,0,2711
RM 99,16012215,6,0,MCB-U,09/21/2015,10:42,09/23/2015,10:23,LG,HL5.RS,HL,3,,5.0,M-,,47,41,,,,,,,,,,,15,727433,4446565,72745.44655,727433,4446565,2,1.0,19,,22.0,,2.60,,735,,0.34,,5.5,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,5,,1,1,4,SVCP,591,T,,1,1850.00,,,,,,0,2713
BATH CHUTE,16013054,6,0,SCB,08/14/2017,11:39,08/14/2017,11:54,LG,D17.RS,D,2,,5.0,M-,200,0,15,5225,5400,200,,27.00,,60.00,,25,,15,743233,4453215,,743233,4453215,2,1.0,21,,26.4,,1.50,,700,,0.24,,6.1,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,185,,1,1,26,SVCP,510,T,1,1,,,,,,,0,2715
Bath Fixed,16009812,6,2,SCB,10/09/2009,11:01,10/09/2009,11:16,LG,I113.0Tb,D,3,,5.0,M-,200,0,15,4789,4680,180,,26.00,,60.00,,25,,15,743477,4455118,74350.45490,743477,4455118,2,2.0,24,,14.4,,0.80,,787,,0.17,,8.6,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,128,,1,1,49,SVCP,330,T,,1,350.00,,,,,,0,2706
peoria twz,16008021,6,2,TWZ,10/21/2004,10:30,10/21/2004,10:45,LG,I157.8V,D,3,,5.0,M-,200,0,15,4814,4590,170,,27.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,1,1.0,25,,11.5,,2.00,,834,,0.15,,10.5,,,,,,,0,4,0,0,0,1,0,0,0,0,,0,,232,,1,1,72,SVCP,350,T,1,1,,,,,,,0,2401
RM 121,16013540,6,0,MCB-U,08/01/2018,08:51,08/01/2018,09:06,LG,D7.RS,D,2,,5.0,M-,200,0,15,5444,5700,190,,30.00,,60.00,,25,,15,749783,4467615,,749783,4467615,2,1.0,20,,25.6,,2.50,,745,,0.19,,5.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,145,,1,1,4,SVCP,550,T,1,1,,,,,,,0,2716
STEWART MC,16009948,6,0,MCB-U,09/22/2010,11:45,09/22/2010,12:00,LG,D3.RS,D,3,,5.0,M-,200,0,15,5369,5250,210,,25.00,,60.00,,25,,15,735333,4448265,73535.44805,735333,4448265,2,1.0,15,,23.5,,2.50,,758,,0.15,,6.5,,,,,,,0,4,1,0,0,0,0,0,0,0,,0,,23,,1,1,7,SVCP,432,T,,1,812.00,,,,,,0,2707
bar grape is,16011045,6,0,SCB,08/17/2012,10:30,08/17/2012,10:45,LG,D24.RS,D,2,,5.0,M-,200,0,15,5868,5800,200,,29.00,,60.00,,25,,15,714533,4430915,71455.43070,714533,4430915,2,1.0,20,,25.1,,1.00,,847,,0.11,,5.4,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,169,,1,1,1,SVCP,520,T,1,1,,,,,,,0,2709
Bath chute,16007421,6,0,SCB,09/29/2003,14:00,09/29/2003,14:15,LG,D13.RS,D,3,,5.0,M-,200,0,15,4840,4860,27,,180.00,,60.00,,25,,15,738433,4449165,73845.44895,738433,4449165,2,1.0,19,,18.1,,1.20,,730,,0.08,,8.3,,5.6,,,,,0,4,1,0,0,0,0,0,0,0,,0,,143,470,1,1,43,SVCP,90,T,1,2,,,,,470,,0,2301
Peoria TWZ,16008538,6,2,TWZ,10/05/2006,09:00,10/05/2006,09:15,LG,I157.8V,D,3,,5.0,M-,200,0,15,5049,5060,220,,23.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,1,1.0,20,,20.1,,1.50,,748,,0.20,,10.1,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,162,,1,1,151,SVCP,635,T,,1,2783.00, ,  ,          F,,,0,2601
Peoria TWZ,16008538,6,2,TWZ,10/05/2006,09:00,10/05/2006,09:15,LG,I157.8V,D,3,,5.0,M-,200,0,15,5049,5060,220,,23.00,,60.00,,25,,16,277612,4500954,78510.50290,785073,4503092,1,1.0,20,,20.1,,1.50,,748,,0.20,,10.1,,,,,,,0,4,0,0,0,0,0,0,0,0,,0,,162,,1,1,153,SVCP,604,T,,1,2326.00, ,  ,          I,,,0,2601
RM 97,16012635,6,0,MCB-U,08/29/2016,09:58,08/30/2016,09:07,LG,M4.RS,M,2,,5.0,M-,,23,9,,,,,,,,,,,15,724883,4445065,72490.44505,724883,4445065,2,1.0,14,,26.7,,0.50,,519,,0.05,,5.6,,,,,,,0,2,0,0,0,0,0,0,1,0,,1,,22,,1,1,9,SVCP,50,T,1,1,,,,,,,0,2714
TOWHEAD,16013405,6,0,SCB,09/26/2017,08:41,09/26/2017,08:56,LG,D15.RS,D,3,,5.0,M-,200,0,15,5889,5610,170,,33.00,,60.00,,25,,15,749183,4466465,,749183,4466465,1,2.0,28,,27.3,,0.80,,820,,0.08,,5.7,,,,,,,0,2,0,0,0,0,0,0,0,0,,0,,29,,1,1,10,SVCP,475,T,1,1,,,,,,,0,2715
Bath Fixed,16013617,6,2,SCB,09/05/2018,12:19,09/05/2018,12:34,LG,I113.0Tb,D,2,,5.0,M-,200,0,15,5668,5440,170,,32.00,,60.00,,25,,15,743477,4455118,,743477,4455118,1,1.0,20,,28.4,,2.70,,762,,0.40,,6.6,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,36,,1,1,7,SVCP,590,T,1,1,,,,,,,0,2716
MEYERS DITCH,16013664,6,1,BWC-S,09/27/2018,13:35,09/27/2018,13:50,LG,F128A.RS,D,3,,5.0,M-,200,0,15,4053,4000,200,,20.00,,60.00,,25,,15,756983,4476515,,756983,4476515,2,1.0,18,,20.6,,0.80,,500,,0.00,,11.8,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,78,,1,1,28,SVCP,109,T,,1,8.00,,,,,,0,2716
Peoria TWZ,16011217,6,2,TWZ,07/15/2013,14:00,07/15/2013,14:07,LG,I157.8Vb,T,1,,5.0,M-,350,0,7,,,,,,,,,,,16,277612,4500954,78510.50290,785072,4503092,1,1.0,23,,30.3,,4.20,,731,,0.18,,9.8,,,,,,,0,3,0,0,0,0,0,0,0,0,,0,,13,,1,1,1,SVCP,570,T,1,1,, ,  ,           2,,,0,2710
RM 150,16011253,6,0,MCB-U,08/19/2013,10:04,08/19/2013,10:19,LG,D3.RS,D,2,,5.0,M-,200,0,15,6065,6090,210,,29.00,,60.00,,25,,15,780884,4494465,78090.49425,780884,4494465,2,1.0,18,,27.2,,1.50,,855,,0.01,,6.7,,,,,,,0,3,0,0,0,0,0,0,0,0,,1,,777,,1,1,44,SVCP,480,T,1,1,,,,,,,0,2710
BATH CHUTE,16011305,6,0,SCB,09/16/2013,10:29,09/16/2013,10:44,LG,D17.RS,D,3,,5.0,M-,200,0,15,5744,5670,210,,27.00,,60.00,,25,,15,743233,4453215,74325.45300,743232,4453215,2,1.0,19,,23.4,,1.70,,854,,0.15,,1.7,,,,,,,0,2,1,0,0,0,0,0,0,0,,0,,92,,1,1,6,SVCP,486,T,,1,1129.00,,,,,,0,2710
GRAPE IS,16006867,6,0,SCB,08/13/2002,10:15,08/13/2002,10:30,LG,D11.RS,D,2,,5.0,M-,200,0,15,5700,5600,160,,35.00,,60.00,,25,,15,715883,4431315,71590.43110,715883,4431315,2,0.2,24,,28.1,,1.00,,792,,0.07,,2.0,,6.0,,,,,0,4,1,0,0,0,0,0,0,0,,0,5,274,450,5,1,1,SVCP,590,,1,1,,,,,450,8,0,2203
MUSCOOTEN,16009542,6,0,BWC-S,08/20/2009,14:00,08/20/2009,14:15,LG,D21.RS,D,2,,5.0,M-,200,0,15,3696,3680,160,,23.00,,60.00,,25,,15,719583,4433465,71960.43325,719583,4433465,2,1.0,7,,25.2,,1.00,,380,,0.00,,5.7,,,,,,,0,1,0,0,0,1,0,0,0,0,,0,,292,,1,1,124,SVCP,230,T,1,1,,,,,,,0,2706
